vx_nombre_vector;Anotación Operación IVA (4301 ó 4302)
vx_descripcion;Anotación de Operación IVA (4301 .o. 4302), vigentes al 31.12.AT-1. 
vx_vector;25
vx_nombre_vector;Donaciones educacionales
vx_descripcion;Sumatoria, por informado, del monto anual actualizado de la donación valorizada en dinero cuando la columna “Norma Legal Bajo la Cual se Efectúa la Donación” sea igual a 4.
vx_vector;26
vx_nombre_vector;Donaciones a Univ. e Institutos
vx_descripcion;Sumatoria, por Donante, del monto de las donaciones a Universidades e Institutos Profesionales (Ext. Mineduc, Art. 69 Ley Nº18.681/87).
vx_vector;27
vx_nombre_vector;Donaciones a Ley N° 16.271, Ley de Impuesto a las Herencias, Asignaciones y Donaciones
vx_descripcion;Sumatoria, por informado, del monto anual actualizado de la donación valorizada en dinero cuando la columna “Norma Legal Bajo la Cual se Efectúa la Donación” sea igual a 5.
vx_vector;29
vx_nombre_vector;Beneficio Tributario regiones extremas
vx_descripcion;Porcentaje de beneficio tributario de contribuyentes de segunda categoría y con inicio de actividad en regiones 1, 11, 12 y Provincia de Chiloé (Unidades 10401, 10402, 10403, 10404, 10405, 10406, 10407, 10408, 10410, 10415), vigente registrado al 25.01.AT, obtenido desde Tabla Zona Extrema, de acuerdo a comuna registrada en Ciclo de Vida.
vx_vector;31
vx_nombre_vector;Tasa Promedio Art. 57 bis (AT 2001)
vx_descripcion;Código [706] del AT 2001, sin actualizar.
vx_vector;32
vx_nombre_vector;Créd. Emp. Constructoras (Cód. 130 )
vx_descripcion;Código [130] declarado en período Diciembre AT-1.
vx_vector;33
vx_nombre_vector;CONAF (D.L. 701)
vx_descripcion;Toma valor 1 si el RUT del contribuyente viene informado en la nómina Superficie de Explotación Forestal Acogidos al D.L. Nº 701, de 1974.
vx_vector;34
vx_nombre_vector;F1870 Inversiones en moneda extranjera
vx_descripcion;Sumatoria, por informado, del monto total de las compras de valores transados en moneda extranjera, considerando las facturas de compras y notas de débito, y descontando las notas de crédito.
vx_vector;35
vx_nombre_vector;Nro. Soc. con Cont. Simplif.
vx_descripcion;Número de Sociedades con Contabilidad Simplificada en que es Socio (Rut Socio < 50.000.000).
vx_vector;36
vx_nombre_vector;Remanente Ahorro Positivo Ejercicio Sigte. (AT 1998)
vx_descripcion;Corresponde al código [362] declarado en el AT1998.
vx_vector;37
vx_nombre_vector;Impto. 1a Cat. Rentas Efectivas AT Anterior (Cód. 20)
vx_descripcion;Corresponde al código [20] declarado en el AT Anterior.
vx_vector;38
vx_nombre_vector;Impto. 1a Cat. Rentas Presuntas (Cód. 189)
vx_descripcion;Corresponde al código [189] declarado en el AT Anterior, actualizado por el factor de Abril a Diciembre del AT.
vx_vector;42
vx_nombre_vector;Categoría de Personas Naturales con Activ. Econ. Vigente
vx_descripcion;Personas naturales con actividad económica vigente registrada al 25.01.AT en Ciclo de Vida (Ruts menores a 48.000.000), con inicio de actividades y sin término de giro (Anotación 37, 5001, 50 o 60).
vx_vector;44
vx_nombre_vector;Nro. Declaraciones Juradas Observadas
vx_descripcion;Número de Declaraciones Juradas (F18XX) Observadas por Operación Vector, por declarante, del AT actual.
vx_vector;46
vx_nombre_vector;Rentas netas simultaneas
vx_descripcion;Sumatoria, por receptor, de la Renta Total Neta Simultaneamente pagada. 
vx_vector;48
vx_nombre_vector;Impuesto Único Retenido.
vx_descripcion;Sumatoria, por receptor, de la proporción de Impuesto Único Retenido que corresponde.
vx_vector;53
vx_nombre_vector;F1812/F1887 Renta Total Neta Pagada.
vx_descripcion;Sumatoria, por contribuye, de la Renta Total Neta Pagada. Construir con registros no observados y observados
vx_vector;54
vx_nombre_vector;Nómina Inversiones en el Extranjero
vx_descripcion;Sumatoria, por informado, del monto de inversiones en el exterior actualizado ($).
vx_vector;55
vx_nombre_vector;Rentabilidad positiva de Retiros
vx_descripcion;Sumatoria por afiliado de Rentabilidad Positiva Anual Actualizada de los Retiros Efectuados (AFP’s) cuando el retiro se ha efectuado desde una cuenta de Ahorro Voluntarios acogidos a la norma generales de la Ley de la Renta.
vx_vector;56
vx_nombre_vector;Compra Dólares
vx_descripcion;"Sumatoria por operante del Monto Total POSITIVO de COMPRAS con FACTURA u OTRO (Tipo Documento {""F"" .o. “33”} {""O"" u “34”}) más NOTAS de DEBITO (Tipo Documento {""D"" .o. “56”}) menos NOTAS de CREDITOS (Tipo Documento {""C"" .o. “61”}), en los tres tipos referentes a DOLARES (Tipo Transacción ""02""). "
vx_vector;57
vx_nombre_vector;Venta Dólares
vx_descripcion;"Sumatoria por OPERANTE del Monto Total POSITIVO de VENTAS con FACTURA u OTRO (Tipo Documento {""F"" .o. “33”}, {""O"" u “34”}) más NOTAS de DEBITO (Tipo Documento {""D"" .o. “56”}) menos NOTAS de CREDITOS (Tipo Documento {""C"" .o. “61”}), en los tres tipos referentes a DOLARES (Tipo Transacción ""02""). "
vx_vector;59
vx_nombre_vector;Intereses Reales u Otras Rtas. por Op. de Cap Posit.
vx_descripcion;Sumatoria por Inversionista de Intereses Reales u Otras Rentas Positivas por Operaciones de Captación de Cualquier Naturaleza. 
vx_vector;62
vx_nombre_vector;Monto Pos. según Porc. Accionario, cuotas adquiridas hasta el 19.04.2001
vx_descripcion;Sumatoria por INVERSIONISTA de los Montos Positivos que se obtienen de la RESTA del MAYOR Valor Actualizado con el MENOR Valor Actualizado MULTIPLICADO por el FACTOR que le corresponde (0%, 3% .ó. 5%) según el Porcentaje Accionario. Construir sólo con registros no observados.
vx_vector;63
vx_nombre_vector;F1891 Compra Acciones
vx_descripcion;"Sumatoria por OPERANTE del Monto Total POSITIVO de COMPRAS con FACTURA (Tipo Documento {""F"" .o. “33”}) más NOTAS de DEBITO (Tipo Documento {""D"" .o. “56”}) menos NOTAS de CREDITOS (Tipo Documento {""C"" .o. “61”}), en los tres tipos referentes a ACCIONES (Tipo Transacción ""01""). "
vx_vector;64
vx_nombre_vector;F1891 Venta Acciones o Cuotas de Fondos de Inversión
vx_descripcion;"Sumatoria por OPERANTE del Monto Total POSITIVO de VENTAS con FACTURAS Tipo Documento {""F"" .o. “33”}) más NOTAS de DEBITO (Tipo Documento {""D"" .o. “56”}) menos NOTAS de CREDITOS (Tipo Documento {""C"" .o. “61”}) en los tres tipos referentes a ACCIONES o CUOTAS DE FONDOS DE INVERSIÖN (Tipo Transacción ""01"" .o. “08”). "
vx_vector;65
vx_nombre_vector;Devolución Anterior Leyet
vx_descripcion;Contribuyentes beneficiados con Leyet y Monto asociado.
vx_vector;67
vx_nombre_vector;Cotizaciones ISAPRE
vx_descripcion;Monto por Contribuyente de Cotizaciones Pagadas, si Tipo Cotizante=I.
vx_vector;68
vx_nombre_vector;Mes de Término de Giro
vx_descripcion;Número de Mes en que los Contribuyentes hicieron el último Término de Giro durante el Año Tributario Anterior. 
vx_vector;69
vx_nombre_vector;Mes de Inicio Actividades.
vx_descripcion;Número de Mes en que los Contribuyentes hicieron su último Inicio de Actividades durante el año anterior. 
vx_vector;74
vx_nombre_vector;Saldo crédito ex Art. 21 AT Anterior (Cod. 238)
vx_descripcion;Sumatoria de los códigos [238], [239] y [240] del F22 AT Anterior, actualizados.
vx_vector;77
vx_nombre_vector;Renta por Arriendo de Bienes Raíces No Agrícolas.
vx_descripcion;Sumatoria, por Propietario o Usufructuario del Bien Raíz NO Agrícola, del Monto Arriendo.
vx_vector;81
vx_nombre_vector;Renta Neta Declarante
vx_descripcion;Sumatoria por Declarante de la Renta Total Neta Pagada Actualizada. 
vx_vector;82
vx_nombre_vector;Remuneración Imponible Declarante
vx_descripcion;Monto por Declarante del Total de Remuneración Imponible para efectos Previsionales Actualizada Pagada a los Trabajadores.
vx_vector;83
vx_nombre_vector;Retenciones del Art. 73
vx_descripcion;Sumatoria por RECEPTOR de las Retenciones del Articulo 73. Construir sólo con registros no observados
vx_vector;84
vx_nombre_vector;Mayor retención solicitada.
vx_descripcion;Sumatoria por PERSONA de la Mayor Retención Solicitada. Construir sólo con registros no observados
vx_vector;86
vx_nombre_vector;Monto en pesos de Fondos disponibles en el exterior
vx_descripcion;Sumatoria por Rut informado del “Monto en pesos” de Fondos disponibles en el exterior.  
vx_vector;87
vx_nombre_vector;Rentabilidad negativa
vx_descripcion;Sumatoria por AFILIADO de Rentabilidad Negativa Anual Actualizada de los Retiros (AFP's) cuando el retiro se ha efectuado desde una cuenta de Ahorro Voluntarios acogidos a la norma generales de la Ley de la Renta.
vx_vector;88
vx_nombre_vector;Intereses Reales u Otras Rtas. por Op. de Cap Neg.  
vx_descripcion;Sumatoria por Inversionista de Intereses Reales u Otras Rentas Negativas por Operaciones de Captación de Cualquier Naturaleza. 
vx_vector;89
vx_nombre_vector;Menor valor Fondos Mutuos.
vx_descripcion;Columna {Mayor o Menor Valor Actualizado / Menor Valor }
vx_vector;92
vx_nombre_vector;Créd. por Ahorro Neto Pos. de 1994 -1998. (Cód. 174)
vx_descripcion;Sumatoria por contribuyente del código [174] desde el AT1994 hasta el AT1998 Actualizados al AT a controlar.
vx_vector;93
vx_nombre_vector;A.N.P. utilizado en el ejercicio de 1994 - 1998 (Cód. 361)
vx_descripcion;Sumatoria por contribuyente del código [361] desde el AT1994 hasta el AT1998 actualizados al AT a controlar.
vx_vector;95
vx_nombre_vector;Donaciones a Univ. e Inst. Prof. AT Anterior
vx_descripcion;Sumatoria, por Donante, del monto de las donaciones a Universidades e Institutos Profesionales (Ext. Mineduc, Art. 69 Ley Nº18.681/87) del AT anterior, actualizado.
vx_vector;97
vx_nombre_vector;Crédito por Donaciones a Univ. e Inst. Prof. AT anterior.
vx_descripcion;Corresponde al código [609] declarado en el AT Anterior, actualizado.
vx_vector;98
vx_nombre_vector;Crédito por Donaciones Univ. E Inst. Prof. AT Anterior
vx_descripcion;Corresponde al código [384] declarado en el AT Anterior, actualizado.
vx_vector;99
vx_nombre_vector;Créd. Donaciones Fines Culturales AT Anterior
vx_descripcion;Corresponde al código [373] declarado en el AT Anterior.
vx_vector;100
vx_nombre_vector;F1870 Ventas de moneda extranjera
vx_descripcion;Sumatoria, por informado, del monto total de las ventas de valores transados en moneda extranjera, considerando los documentos que amparen las ventas y notas de débito, y descontando las notas de crédito.
vx_vector;102
vx_nombre_vector;Contribuciones giradas por propietario de bien raíz agrícola
vx_descripcion;Sumatoria actualizada, por Rut Propietario del bien raíz agrícola, del porcentaje de propiedad y adquisición correspondiente, de las cuatro cuotas nominales de contribuciones de bienes raíces giradas por el SII durante el AT anterior, de los bienes raíces que son destinados a la actividad, menos las contribuciones de las propiedades cedidas en usufructo según el F1897.
vx_vector;103
vx_nombre_vector;Contribuciones pagadas por propietario de bien raíz agricola
vx_descripcion;Sumatoria, por Rut Propietario del bien raíz agrícola, del porcentaje de propiedad y adquisición correspondiente, del monto de impuesto territorial pagado actualizado, menos las contribuciones de las propiedades cedidas en usufructo según el F1897.
vx_vector;106
vx_nombre_vector;Monto Crédito o PPM puesto a disposición de los socios, por la Sociedad
vx_descripcion;Por Declarante, Monto Crédito o PPM puesto a disposición de los socios, por la Sociedad. 
vx_vector;109
vx_nombre_vector;Monto Crédito o PPM puesto a disposición de los socios, según sus Sociedades
vx_descripcion;Por informado, Monto Crédito o PPM puesto a disposición de los socios, según sus Sociedades. 
vx_vector;112
vx_nombre_vector;Participación en Soc. con Contab. Simpl. y Renta Presunta
vx_descripcion;Sumatoria por Socio de Sociedades con Contabilidad Simplificada y Sociedades con Renta Presunta del porcentaje que le corresponde a él del código [1039] y [189] del F22 del AT Anterior de la Sociedad.
vx_vector;113
vx_nombre_vector;Retención Impto. Único (Cód. 48)
vx_descripcion;Sumatoria de los códigos [48] de Enero a Diciembre de AT Anterior de código [15].  
vx_vector;114
vx_nombre_vector;Reten. Art. 73 y 74 N° 6  por Declarante
vx_descripcion;Sumatoria por declarante de Rentas de Retención Art. 73 y Retención Art. 74 N° 6. 
vx_vector;115
vx_nombre_vector;Impto. Único por Declarante
vx_descripcion;Sumatoria por Declarante del Impuesto Unico Retenido Actualizado. 
vx_vector;116
vx_nombre_vector;Rentas acc. Enero-Abril por Declarante
vx_descripcion;Monto de declarante por Rentas Accesorias Pagadas entre Enero y Abril declaradas en F1887 del AT anterior. 
vx_vector;117
vx_nombre_vector;Cotizaciones Pagadas en el Año, Para Cotizante Independiente
vx_descripcion;Sumatoria, por RUT del Cotizante, de las cotizaciones pagadas en el año AT-1 (Columna 18), cuando el cotizante es independiente (Columna 17 = I).
vx_vector;118
vx_nombre_vector;Mayor valor actualizado.
vx_descripcion;Sumatoria por inversionista del Mayor Valor Actualizado (Fondos Mutuos). 
vx_vector;120
vx_nombre_vector;Participación en Soc. Renta Presunta
vx_descripcion;Sumatoria por Socio, de Sociedades con Renta Presunta, del porcentaje que le corresponde del código [189] del F22 del presente AT de la Sociedad. 
vx_vector;121
vx_nombre_vector;Créditos AT Anterior (Cód. 365,368,382,761,392)
vx_descripcion;Suma de los códigos [365], [368], [382], [761] y [392] del AT Anterior, actualizado.
vx_vector;122
vx_nombre_vector;Base Imponible Impto. 1a Cat. AT Anterior
vx_descripcion;Código [18] del AT Anterior, actualizado.
vx_vector;123
vx_nombre_vector;Participación en Soc. Cont. Simplificada
vx_descripcion;Sumatoria por Socio, de Sociedades con Contabilidad Simplificada, del porcentaje que le corresponde a él del código [1037] del F22 del presente AT de la Sociedad.
vx_vector;124
vx_nombre_vector;Rentas Esporádicas de 1a Cat. (Cod. 125)
vx_descripcion;Sumatoria de los códigos [125] (Otras Rentas Esporádicas) de Enero a Diciembre de AT Anterior, código [15]. 
vx_vector;127
vx_nombre_vector;Monto Anual Nominal Retiros.
vx_descripcion;Sumatoria por AFILIADO del Monto Anual NOMINAL de los RETIROS en Cuenta de Ahorro Voluntario y Retiros de Ahorro Previsional Voluntario acogidos al inciso segundo del Art.42 bis de la LIR. 
vx_vector;128
vx_nombre_vector;Participación en Soc. Prof. de 2a Cat.
vx_descripcion;Sumatoria por Socio, de Sociedades de Profesionales de Segunda Categoría, al 25.01.AT inclusive, del porcentaje que le corresponde a él del código [618] del F22 del presente AT de la Sociedad. Excluyendo sociedades que posean Anotación 72 vigente al 25.01.AT inclusive.
vx_vector;129
vx_nombre_vector;Retenc. Art. 74 N° 6
vx_descripcion;Sumatoria por RECEPTOR de las Retenciones del Art. 74 N 6. Construir sólo con registros no observados
vx_vector;130
vx_nombre_vector;Decl. Viviendas Nuevas DFL 2
vx_descripcion;Nómina de Contribuyentes que realizaron Declaración Jurada de Adquisición de Viviendas Nuevas DFL2.
vx_vector;132
vx_nombre_vector;Número de sociedades con renta presunta donde es socio
vx_descripcion;Número de sociedades con renta presunta donde es socio.
vx_vector;136
vx_nombre_vector;Partic.  de Soc. Prof. de 2a Cat. (Gastos Efectivos )
vx_descripcion;Sumatoria por Socio, de Sociedades de Profesionales de Segunda Categoría, al 25.01.AT inclusive, del porcentaje que le corresponde a él del código [465] del F22 del presente AT de la Sociedad. Excluyendo sociedades que posean Anotación 72 vigente al 25.01.AT inclusive.
vx_vector;137
vx_nombre_vector;Contribuciones pagadas por usufructuario de bien raíz agrícola
vx_descripcion;Sumatoria, por Rut Usufructuario del bien raíz agrícola, del porcentaje de propiedad y adquisición correspondiente, del monto de impuesto territorial pagado actualizado del propietario del Rol registrado en Avaluaciones.
vx_vector;138
vx_nombre_vector;Contribuciones giradas por usufructuario de bien raíz agrícola
vx_descripcion;Sumatoria actualizada, por Rut Usufructuario del bien raíz agrícola, del porcentaje de propiedad y adquisición correspondiente, de las cuatro cuotas nominales de contribuciones de bienes raíces giradas por el SII al propietario del Rol registrado en Avaluaciones, durante el año anterior, de los bienes raíces que son destinados a la actividad.
vx_vector;140
vx_nombre_vector;Contribuciones giradas por propietario de bien raíz agrícola
vx_descripcion;"Sumatoria actualizada, por Rut Propietario, del porcentaje de propiedad y adquisición correspondiente, de las cuatro cuotas nominales de contribuciones de bienes raíces con destino igual a ""A"", ""B"" o ""F"", giradas por el SII durante el año anterior, de los bienes raíces que son destinados a la actividad."
vx_vector;141
vx_nombre_vector;N° de Sociedades de 2a cat. donde es Socio
vx_descripcion;Número de Sociedades de 2ª Categoría en que es Socio (RUT Socio < 50.000.000).
vx_vector;145
vx_nombre_vector;Intereses reales pos. por Dep. de Cualquier Nat.
vx_descripcion;Sumatoria por INVERSIONISTA de Intereses Reales POSITIVOS por DEPOSITOS de Cualquier Naturaleza. 
vx_vector;146
vx_nombre_vector;Int. reales Negativos por Dep. de Cualquier Nat. 
vx_descripcion;Sumatoria por INVERSIONISTA de Intereses Reales NEGATIVOS por DEPOSITOS de Cualquier Naturaleza. 
vx_vector;147
vx_nombre_vector;S.A. que transan en cualquier Bolsa del país
vx_descripcion;Toma valor 1 cuando la Sociedad Anónima transa en cualquier Bolsa del país.
vx_vector;148
vx_nombre_vector;Retención Directores 10%
vx_descripcion;Sumatoria por RECEPTOR de la proporción de Remuneraciones Directores (Tasa del 10%) que corresponde, la cual se obtiene dividiendo los honorarios por el total declarado en F1879 y multiplicado por la diferencia entre el total declarado y el monto observado por la observación R09.
vx_vector;149
vx_nombre_vector;Retenciones Directores 35%
vx_descripcion;Sumatoria por RECEPTOR de Remuneraciones de Directores con tasa del 35%, excepto aquellos Formularios 1879 observados con R69.
vx_vector;156
vx_nombre_vector;Retiro afecto al Impto G. Compl.
vx_descripcion;Sumatoria por Inversionista del Monto del Retiro con cargo a Utilidades Tributables Afectas al Impuesto GC o Adicional. 
vx_vector;157
vx_nombre_vector;F1822 Créditos con derecho a devolución por impuesto de primera categoría (DDJJ no observadas)
vx_descripcion;Sumatoria, por informado, de créditos con derecho a devolución por impuesto de primera categoría asociado a los retiros tributables.
vx_vector;160
vx_nombre_vector;Veces informado por SENCE
vx_descripcion;Contribuyentes Personas Naturales informados en nómina Sence ó F4500 los 3 Años Tributarios anteriores al AT Actual (n-1, n-2 y n-3). 
vx_vector;161
vx_nombre_vector;Compras Autos Nuevos
vx_descripcion;Sumatoria, por RUT del comprador, del valor pagado por vehículo en pesos ($), informado en la nómina Transferencias de Vehículos Nuevos emitida por el Registro Civil.
vx_vector;162
vx_nombre_vector;Compras Autos Usados
vx_descripcion;Sumatoria, por RUT del comprador, del valor pagado por vehículo, informado en la nómina Transferencias de Vehículos Usados emitida por Tesorería.
vx_vector;163
vx_nombre_vector;Compras Bienes Raíces
vx_descripcion;Sumatoria, por RUT adquiriente, del monto de compra de las transferencias de bienes raíces multiplicado por el factor resultante de la división del % de derechos para el RUT adquiriente y el % total de derechos adquiridos, con 6 decimales (si falta algún % se debe tomar la media).
vx_vector;164
vx_nombre_vector;Inversiones al Contado Transferencias Bienes Raíces
vx_descripcion;Sumatoria, por RUT adquiriente, del monto de compra al contado de las transferencias de bienes raíces multiplicado por el factor resultante de la división del % de derechos para el RUT adquiriente y el % total de derechos adquiridos, con 6 decimales (si falta algún % se debe tomar la media). 
vx_vector;165
vx_nombre_vector;Compra de Embarcaciones Marítimas
vx_descripcion;Sumatoria, por Rut Adquiriente,  del Monto de la transacción (Compra).
vx_vector;166
vx_nombre_vector;Compra de Aeronaves
vx_descripcion;Sumatoria, por Rut Adquiriente, del Monto de la transacción (Compra).
vx_vector;168
vx_nombre_vector;Inversión Fondos Mutuos del Año
vx_descripcion;Sumatoria por Inversionistas de la Inversión Nominal del Año. 
vx_vector;170
vx_nombre_vector;Nómina DIDET (Fecha de Inicio de Anotación 4103)
vx_descripcion;Fecha de inicio de la anotación 4103 “Proceso Pendiente de Recopilacion de Antecedentes”, cuando dicha anotación se encuentra vigente a la fecha de generación del vector.
vx_vector;171
vx_nombre_vector;Nómina Jurídica (Fecha de Inicio de Anotación 4001, 4002, 4003 o 4004)
vx_descripcion;Fecha de inicio de la anotación 4001 “Querellado”, 4002 “Procesado”, 4003 “Acusado” o 4004 “Sancionado Cumpliendo Pena”, cuando la anotación se encuentra vigente a la fecha de generación del vector.
vx_vector;172
vx_nombre_vector;Nómina de Fiscalización
vx_descripcion;Toma valores según algoritmo si el RUT existe en la Nómina de Fiscalización.
vx_vector;173
vx_nombre_vector;Inconcurrentes O.R. AT Anterior
vx_descripcion;"Inconcurrentes Operación Renta AT Anterior (""Folio"" terminado en último dígito año anterior) con Anotaciones 3500 .o. 3600 anotadas después del 1 de Mayo del AT Anterior y vigentes a la fecha de generación del vector, ó con Anotación 3502 considerando la misma fecha con “Folio iniciado con cuatro primeros dígitos en AT-1”"
vx_vector;174
vx_nombre_vector;Causales de Bloqueo Renta Personas Naturales
vx_descripcion;Bloqueos usuales de timbraje para Personas Naturales (Rut menores de 50.000.000).
vx_vector;175
vx_nombre_vector;Causales de Bloqueo Renta Personas Jurídicas
vx_descripcion;Bloqueos usuales de timbraje para Personas Jurídicas (Rut mayores de 50.000.000).
vx_vector;176
vx_nombre_vector;Nómina de Contribuyentes Ex - Renta Presunta que pasan a Renta Efectiva (agricultores, mineros y transportistas)
vx_descripcion;Si RUT existe en la Nómina de Renta Efectiva: Contribuyentes Agricultores, Mineros y Transportistas (CAMT.DAT).
vx_vector;179
vx_nombre_vector;Ppm Término de Giro
vx_descripcion;Monto devuelto por Término de Giro.
vx_vector;180
vx_nombre_vector;Fecha de Defunción Persona Natural
vx_descripcion;Fecha de defunción de una personas natural hasta el 31/12/AT-1.
vx_vector;181
vx_nombre_vector;Activo Inmovilizado AT Anterior
vx_descripcion;Código [647] del AT Anterior, actualizado.
vx_vector;182
vx_nombre_vector;Socios de Sociedades informadas por CONAF
vx_descripcion;Toma valor 1 cuando el contribuyente es Socio de Sociedades informadas en la nómina Superficie de Explotación Forestal Acogidos al D.L. Nº 701, de 1974.
vx_vector;183
vx_nombre_vector;Categoría de Personas Jurídicas y Extranjeras con Activ. Econ. Vigente
vx_descripcion;Personas jurídicas y extranjeras con actividad económica vigente registrada al 25.01.AT en Ciclo de Vida (Ruts mayores o iguales a 48.000.000), con inicio de actividades y sin término de giro (Anotación 37, 5001, 50 o 60).
vx_vector;184
vx_nombre_vector;Partc. en Soc. Renta Presunta
vx_descripcion;Sumatoria por Socio, de Sociedades con Renta Presunta, del % que le corresponde del código [187] del F22 del AT Actual de la Sociedad (RUT Socio < 50.000.000).
vx_vector;186
vx_nombre_vector;Crédito tasa adicional.
vx_descripcion;Sumatoria por Inversionista del Crédito Tasa Adicional. Construir sólo con registros no observados
vx_vector;188
vx_nombre_vector;Ventas Autos Usados
vx_descripcion;Sumatoria, por RUT del vendedor, del valor pagado por vehículo, informado en la nómina Transferencias de Vehículos Usados emitida por Tesorería.
vx_vector;189
vx_nombre_vector;Ventas Bienes Raíces
vx_descripcion;Sumatoria, por RUT enajenante, del monto de venta de las transferencias de bienes raíces multiplicado por el factor resultante de la división del % de derechos para el RUT enajenante y el % de derechos enajenados, con 6 decimales (si falta algún % se debe tomar la media). 
vx_vector;190
vx_nombre_vector;Rescate Fondos Mutuos.
vx_descripcion;Sumatoria por Inversionista del Rescate Nominal de la Inversión.
vx_vector;192
vx_nombre_vector;Dividendos o aportes.
vx_descripcion;Sumatoria por Beneficiario del Monto Actualizado de Dividendos o Aportes. 
vx_vector;195
vx_nombre_vector;Remanente Ahor. Neto Pos. AT anterior (Cód. 703)
vx_descripcion;Corresponde al código [703] declarado en el AT anterior, actualizado.
vx_vector;197
vx_nombre_vector;Créd. bs. físicos de act. Inmovilizado. AT Anterior
vx_descripcion;Corresponde al código [366] declarado en el AT anterior, actualizado.
vx_vector;200
vx_nombre_vector;Increm. por Impto. 1a Categoría
vx_descripcion;Sumatoria por Inversionista del Incremento por Impuesto de Primera Categoría. 
vx_vector;201
vx_nombre_vector;Rentas de Socio de 2a Categoría
vx_descripcion;Sumatoria por Socio de las Rentas que le corresponden por participación en Sociedades de 2da Categoría.
vx_vector;203
vx_nombre_vector;Retiro Exentos del Impto. Gl Complementario
vx_descripcion;Sumatoria por Inversionista del Monto del Retiro con cargo a Utilidades Tributables Exentas del Impuesto Global Complementario. 
vx_vector;204
vx_nombre_vector;Inconcurrentes O.R. AT-2
vx_descripcion;"Inconcurrentes Operación Renta AT-2 (""Folio"" terminado en último dígito AT-2) con Anotaciones 3500 .o. 3600 anotadas después del 1 de Mayo del AT-2 y vigentes a la fecha de generación del vector, ó con Anotación 3502 considerando la misma fecha con “Folio iniciado con cuatro primeros dígitos en AT-2”"
vx_vector;205
vx_nombre_vector;Inconcurrentes O.R.  AT-3
vx_descripcion;"Inconcurrentes Operación Renta AT Anterior (""Folio"" terminado en último dígito AT-3) con Anotaciones 3500 .o. 3600 anotadas después del 1 de Mayo del AT-3 y vigentes a la fecha de generación del vector, ó con Anotación 3502 considerando la misma fecha con “Folio iniciado con cuatro primeros dígitos en AT-3”"
vx_vector;207
vx_nombre_vector;Retenciones Honorarios, tasa 10,75% (Obs y No obs)
vx_descripcion;Sumatoria por PERSONA de Retenciones Honorarios, tasa 10,75%. Construir con registros no observados y observados.
vx_vector;208
vx_nombre_vector;Impuesto Único de Segunda Categoría Retenido
